word,phonetic,audio_file,SesKelime Number
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12486,12486
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12487,12487
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12488,12488
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12489,12489
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12490,12490
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12491,12491
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12492,12492
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12493,12493
çıkma,çıkma,https://sozluk.rtuk.gov.tr/Home/SesKelime/12494,12494
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12495,12495
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12496,12496
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12497,12497
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12498,12498
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12499,12499
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12500,12500
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12501,12501
çift,çift,https://sozluk.rtuk.gov.tr/Home/SesKelime/12502,12502
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12503,12503
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12504,12504
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12505,12505
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12506,12506
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12507,12507
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12508,12508
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12509,12509
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12510,12510
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12511,12511
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12512,12512
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12513,12513
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12514,12514
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12515,12515
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12516,12516
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12517,12517
çöl,çöl,https://sozluk.rtuk.gov.tr/Home/SesKelime/12518,12518
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12519,12519
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12520,12520
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12521,12521
çukur,çukur,https://sozluk.rtuk.gov.tr/Home/SesKelime/12522,12522
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12523,12523
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12524,12524
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12525,12525
daha,daha,https://sozluk.rtuk.gov.tr/Home/SesKelime/12526,12526
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12527,12527
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12528,12528
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12529,12529
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12530,12530
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12531,12531
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12532,12532
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12533,12533
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12534,12534
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12535,12535
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12536,12536
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12537,12537
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12538,12538
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12539,12539
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12540,12540
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12541,12541
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12542,12542
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12543,12543
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12544,12544
dayanak,dayanak,https://sozluk.rtuk.gov.tr/Home/SesKelime/12545,12545
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12546,12546
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12547,12547
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12548,12548
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12549,12549
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12550,12550
demir,démir,https://sozluk.rtuk.gov.tr/Home/SesKelime/12551,12551
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12552,12552
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12553,12553
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12554,12554
deniz,déniz,https://sozluk.rtuk.gov.tr/Home/SesKelime/12555,12555
denk,dénk,https://sozluk.rtuk.gov.tr/Home/SesKelime/12556,12556
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12557,12557
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12558,12558
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12559,12559
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12560,12560
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12561,12561
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12562,12562
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12563,12563
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12564,12564
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12565,12565
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12566,12566
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12567,12567
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12568,12568
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12569,12569
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12570,12570
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12571,12571
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12572,12572
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12573,12573
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12574,12574
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12575,12575
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12576,12576
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12577,12577
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12578,12578
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12579,12579
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12580,12580
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12581,12581
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12582,12582
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12583,12583
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12584,12584
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12585,12585
dizi,dizi,https://sozluk.rtuk.gov.tr/Home/SesKelime/12586,12586
Doğu,do⁓u,https://sozluk.rtuk.gov.tr/Home/SesKelime/12587,12587
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12588,12588
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12589,12589
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12590,12590
dolu,dolu,https://sozluk.rtuk.gov.tr/Home/SesKelime/12591,12591
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12592,12592
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12593,12593
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12594,12594
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12595,12595
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12596,12596
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12597,12597
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12598,12598
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12599,12599
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12600,12600
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12601,12601
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12602,12602
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12603,12603
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12604,12604
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12605,12605
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12606,12606
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12607,12607
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12608,12608
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12609,12609
düşkün,düşkün,https://sozluk.rtuk.gov.tr/Home/SesKelime/12610,12610
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12611,12611
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12612,12612
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12613,12613
düz,düz,https://sozluk.rtuk.gov.tr/Home/SesKelime/12614,12614
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12615,12615
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12616,12616
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12617,12617
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12618,12618
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12619,12619
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12620,12620
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12621,12621
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12622,12622
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12623,12623
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12624,12624
ekmek,ekmek,https://sozluk.rtuk.gov.tr/Home/SesKelime/12625,12625
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12626,12626
El,el,https://sozluk.rtuk.gov.tr/Home/SesKelime/12627,12627
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12628,12628
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12629,12629
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12630,12630
en,én,https://sozluk.rtuk.gov.tr/Home/SesKelime/12631,12631
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12632,12632
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12633,12633
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12634,12634
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12635,12635
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12636,12636
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12637,12637
eski,éski,https://sozluk.rtuk.gov.tr/Home/SesKelime/12638,12638
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12639,12639
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12640,12640
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12641,12641
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12642,12642
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12643,12643
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12644,12644
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12645,12645
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12646,12646
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12647,12647
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12648,12648
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12649,12649
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12650,12650
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12651,12651
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12652,12652
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12653,12653
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12654,12654
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12655,12655
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12656,12656
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12657,12657
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12658,12658
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12659,12659
fildişi,fildişi,https://sozluk.rtuk.gov.tr/Home/SesKelime/12660,12660
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12661,12661
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12662,12662
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12663,12663
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12664,12664
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12665,12665
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12666,12666
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12667,12667
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12668,12668
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12669,12669
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12670,12670
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12671,12671
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12672,12672
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12673,12673
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12674,12674
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12675,12675
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12676,12676
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12677,12677
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12678,12678
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12679,12679
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12680,12680
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12681,12681
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12682,12682
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12683,12683
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12684,12684
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12685,12685
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12686,12686
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12687,12687
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12688,12688
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12689,12689
geçmiş,geçmiş,https://sozluk.rtuk.gov.tr/Home/SesKelime/12690,12690
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12691,12691
gelecek,gelecek,https://sozluk.rtuk.gov.tr/Home/SesKelime/12692,12692
gelen,gelenek,https://sozluk.rtuk.gov.tr/Home/SesKelime/12693,12693
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12694,12694
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12695,12695
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12696,12696
geniş,geniş,https://sozluk.rtuk.gov.tr/Home/SesKelime/12697,12697
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12698,12698
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12699,12699
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12700,12700
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12701,12701
gerilim,gerilim,https://sozluk.rtuk.gov.tr/Home/SesKelime/12702,12702
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12703,12703
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12704,12704
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12705,12705
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12706,12706
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12707,12707
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12708,12708
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12709,12709
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12710,12710
giyim,giyim,https://sozluk.rtuk.gov.tr/Home/SesKelime/12711,12711
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12712,12712
gizli,gizli,https://sozluk.rtuk.gov.tr/Home/SesKelime/12713,12713
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12714,12714
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12715,12715
gök,gök,https://sozluk.rtuk.gov.tr/Home/SesKelime/12716,12716
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12717,12717
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12718,12718
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12719,12719
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12720,12720
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12721,12721
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12722,12722
görüş,görüş,https://sozluk.rtuk.gov.tr/Home/SesKelime/12723,12723
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12724,12724
gösteri,gösteriş,https://sozluk.rtuk.gov.tr/Home/SesKelime/12725,12725
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12726,12726
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12727,12727
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12728,12728
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12729,12729
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12730,12730
gözle,gözlem,https://sozluk.rtuk.gov.tr/Home/SesKelime/12731,12731
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12732,12732
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12733,12733
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12734,12734
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12735,12735
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12736,12736
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12737,12737
Gül,gül,https://sozluk.rtuk.gov.tr/Home/SesKelime/12738,12738
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12739,12739
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12740,12740
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12741,12741
günlük,günlük,https://sozluk.rtuk.gov.tr/Home/SesKelime/12742,12742
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12743,12743
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12744,12744
güzel,güzél,https://sozluk.rtuk.gov.tr/Home/SesKelime/12745,12745
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12746,12746
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12747,12747
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12748,12748
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12749,12749
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12750,12750
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12751,12751
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12752,12752
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12753,12753
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12754,12754
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12755,12755
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12756,12756
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12757,12757
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12758,12758
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12759,12759
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12760,12760
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12761,12761
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12762,12762
hasta,hasta:,https://sozluk.rtuk.gov.tr/Home/SesKelime/12763,12763
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12764,12764
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12765,12765
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12766,12766
Hava,hava,https://sozluk.rtuk.gov.tr/Home/SesKelime/12767,12767
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12768,12768
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12769,12769
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12770,12770
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12771,12771
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12772,12772
hor,hor,https://sozluk.rtuk.gov.tr/Home/SesKelime/12773,12773
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12774,12774
hoş,hoş,https://sozluk.rtuk.gov.tr/Home/SesKelime/12775,12775
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12776,12776
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12777,12777
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12778,12778
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12779,12779
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12780,12780
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12781,12781
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12782,12782
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12783,12783
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12784,12784
ısıtma,ısıtma,https://sozluk.rtuk.gov.tr/Home/SesKelime/12785,12785
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12786,12786
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12787,12787
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12788,12788
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12789,12789
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12790,12790
ışık,ışık,https://sozluk.rtuk.gov.tr/Home/SesKelime/12791,12791
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12792,12792
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12793,12793
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12794,12794
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12795,12795
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12796,12796
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12797,12797
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12798,12798
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12799,12799
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12800,12800
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12801,12801
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12802,12802
icap,i:ca:p,https://sozluk.rtuk.gov.tr/Home/SesKelime/12803,12803
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12804,12804
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12805,12805
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12806,12806
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12807,12807
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12808,12808
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12809,12809
içe,içéri,https://sozluk.rtuk.gov.tr/Home/SesKelime/12810,12810
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12811,12811
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12812,12812
için,için,https://sozluk.rtuk.gov.tr/Home/SesKelime/12813,12813
içinde,içinde,https://sozluk.rtuk.gov.tr/Home/SesKelime/12814,12814
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12815,12815
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12816,12816
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12817,12817
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12818,12818
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12819,12819
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12820,12820
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12821,12821
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12822,12822
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12823,12823
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12824,12824
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12825,12825
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12826,12826
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12827,12827
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12828,12828
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12829,12829
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12830,12830
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12831,12831
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12832,12832
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12833,12833
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12834,12834
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12835,12835
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12836,12836
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12837,12837
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12838,12838
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12839,12839
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12840,12840
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12841,12841
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12842,12842
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12843,12843
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12844,12844
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12845,12845
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12846,12846
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12847,12847
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12848,12848
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12849,12849
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12850,12850
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12851,12851
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12852,12852
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12853,12853
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12854,12854
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12855,12855
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12856,12856
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12857,12857
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12858,12858
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12859,12859
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12860,12860
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12861,12861
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12862,12862
iki,ikilem,https://sozluk.rtuk.gov.tr/Home/SesKelime/12863,12863
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12864,12864
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12865,12865
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12866,12866
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12867,12867
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12868,12868
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12869,12869
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12870,12870
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12871,12871
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12872,12872
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12873,12873
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12874,12874
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12875,12875
,,https://sozluk.rtuk.gov.tr/Home/SesKelime/12876,12876
